Ticker,Sharpe,Sortino,CAGR
GBR,-0.1262639167234458,-0.3297163996522231,-0.19303321819784602
GGO,0.0015541811450157006,0.003199708026132646,0.04628175506599086
GIS,-0.38193610815301066,-0.7111738407767569,-0.06357338753906527
GLO,1.0763244160040049,2.638051108526466,0.21241919406472043
GMED,1.5999343517545124,4.448705659961467,0.6431808534597507
GNW,-0.09737343795926723,-0.18299660615158245,-0.0058621628554413885
GPM,1.6049425015495693,3.4853098617713663,0.32879588317522734
GVA,0.060288914341218344,0.08119466829835514,0.10789157289009155
HBANN,-0.09222311079828073,-0.2328804465844628,0.034336134448615274
HCXY,0.3883009989331938,0.9335981933177552,0.13840546075198534
HGEN,-0.5481111237695496,-1.40756862435505,-0.8877707548992395
HLG,0.6255615713942967,1.3985542192599523,0.13448803029474155
HQI,-0.5125488733217088,-0.9813925792823016,-0.3070722906520066
HTA,0.7512846108163093,1.5037142274239115,0.291412301746516
HVBC,1.326987840155954,4.247949690279816,0.45540837232277465
ICCH,-0.30748709611763214,-0.8921218922056948,-0.07360375946190922
IFFT,0.42813829528902814,0.6833900135166918,0.2219305380057619
IO,0.4173977961737756,1.1494391135156796,0.5582307320094757
ISSC,0.34297647690075805,0.9137176138454601,0.41345640696988295
IX,2.1086476840897928,5.997460669862388,0.7194067818807071
JDD,0.6913053920508687,1.9064169317743247,0.1526491901296485
JTA,2.138185722526289,4.932960764610059,0.46191523983640703
KDMN,1.6255362260302864,5.03005473006917,3.6281098939606142
KNX,0.4985517736815662,1.3219585667411415,0.3103684734492027
LAD,0.5130840520569395,1.358388777027894,0.4055647430708571
LCA,-0.19036200993282235,-0.4062016901032091,0.034656179881034754
LKQ,2.162659141233847,8.739458235085273,1.5088448290425571
LQDA,-0.4032321524113408,-1.0108203051309703,-0.5594127508927589
LUNA,1.1230929383113915,2.201997739497568,0.9393264872880378
MAYS,-0.8712310282915968,-1.384694168619641,-0.3148759039214952
MCHX,0.129078140038418,0.4035891457230132,0.15229312365137093
MGP,0.7522971351851325,1.576626244334109,0.26811194537943317
MIME,0.20606353386575396,0.4865534962870417,0.1655711998106857
MLP,0.2497369313173425,0.585466118331468,0.19029220408307812
MNSB,0.29065252527432817,0.7120043715717058,0.1476956759774457
MPA,-0.07401509395145234,-0.1315113387860131,0.03775948789078476
MRTN,0.9518483851378836,2.6547274863399006,0.550226921177853
MSVB,0.6653562312396492,1.468470542545351,0.18805896921035292
MTSC,-0.7358308203639127,-0.8788553785786675,-0.39511875165875154
MX,0.6431645206579558,1.8513844539383955,0.42067763559811255
NAT,3.877679366957439,11.653129225979225,13.009136510843211
NBW,0.17605483612745687,0.37577425373429485,0.07149091980866618
NFG,-0.2186080899704959,-0.44617369115245487,-0.02270037905868416
NHC,0.33122267702069996,0.8228920319080281,0.14396668326624096
NKTR,0.1994926640050755,0.472060281973324,0.2679471839217338
NTEC,-0.054807758752046645,-0.14966114360656171,-0.0689611759022688
NVCR,-0.5135761402697401,-1.11304833680258,-0.3051773371190525
NXC,0.25717341311372155,0.5155873534102366,0.11934639103258293
OCX,0.3117426243714905,0.7885130331244143,0.44259027366693005
OIIM,0.617991800313131,2.564102676749841,0.8022795182122513
ONTX,-0.6341044670518775,-1.2913695477978298,-0.9808374339377471
ORGO,0.30620899486901976,0.6334707706627984,0.6055417642121934
PACB,-0.30357993538877304,-0.5198902963460702,-0.1448794495544382
PCB,0.34923279252245404,0.8256024265116273,0.1707371413333576
PCYG,0.02258316584051154,0.05202660826757003,0.06783493358288761
PEGA,1.0059304398238895,2.2725847376898383,0.47930205015424243
PFN,1.0160153727148493,1.7631227206507016,0.19011099770861728
PHR,-0.024685995419958594,-0.051473368970253626,0.024595756087483656
PKOH,0.866950659428857,2.070054064780138,0.7276921784470709
POAI,-1.15543571676342,-2.7906803589658655,-0.908349651493486
PRSC,0.12625129509305316,0.2412091215828813,0.117425886492734
PTEN,0.5768705065048068,1.5249446133906188,0.7723062825917872
PVL,-0.5475193417664537,-1.1785942718046498,-0.36977279403107977
QEP,0.46995775631495507,1.1301099502971805,0.8200907222154605
QURE,0.6788502332464,1.4460050505145265,0.8744561298265197
RDWR,-0.10492704876277704,-0.28007975652996225,0.015182548203624524
RVP,3.421619068227558,10.559946097051048,4.745259211575839
SAH,0.39906553306053466,1.031947507529862,0.3405701354269701
SCVL,2.1866852088586533,6.736109048089482,2.4517902552571202
SENEB,3.070383880352631,10.743880617937275,2.0877068548641438
SGC,0.09688582893854857,0.25603605843591415,0.11169875653686878
SHYF,2.125731833463538,7.315472656803466,2.00771678351935
SMTS,0.5155874517720117,1.2657403458367331,0.7752941278916368
SNV,0.8021046226300463,1.7377306846857221,0.45695839781957903
SOR,1.4475096783997876,3.615936640477423,0.3307081236794933
STXB,0.9516587486347963,2.3889003313753063,0.3501206991471155
SYKE,1.4261547923403317,5.19092910567395,1.0122319203960934
TANNZ,1.04739611481309,3.2021048990262604,0.17273914844813643
TCF,1.6879505980225233,4.191053580064206,0.8773434964830531
TLC,0.2000985803159476,0.4524032072730102,0.25885927458776203
TNDM,-0.07640772148718451,-0.16536462948985794,-0.017974945154168087
TPTX,1.0010117582491045,2.722940376646665,1.2433093013377707
TROX,1.1950264217354325,2.9203822420235848,1.414511580882981
TSI,0.6288860942674162,1.9623680964030334,0.12085364178233426
TXN,0.3577110623662551,0.6028390474720515,0.1846854484286795
UMC,1.6989723979400295,6.056575536071029,1.004182776727772
USAP,-0.039724171598423307,-0.10923402625936281,0.015705708655392447
VCF,0.1622850983323104,0.38706498407287626,0.08872986596194887
VIVO,-0.3061949192475145,-0.4659491925596136,-0.1462685050684691
VRT,1.3562336935164405,5.012346818473943,0.2676415313210603
VTSI,2.31658497903865,6.943288326915902,5.860891877360005
WBK,-0.9306611696056666,-1.5586725199029365,-0.1801033502934739
WKEY,-0.9184294475566472,-1.1863406493756532,-0.571412372247351
WTER,-0.2685336808075775,-0.830078579156244,-0.26611134632081757
XAIR,0.1384629902427765,0.305423289429175,0.20023185089897155
XPEL,2.1680179204027246,7.337776013092824,6.529227379263168
YMAB,0.47138007474028093,1.0180649356680709,0.49917947609938285
