Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.8253140956163406,0.7860134243965149,0.7860134243965149,1800,0.0,0
1980-03-18,0.0,0.7991136481364568,0.772913200656573,0.7860134243965149,2300,0.0,0
1980-03-19,0.0,0.8122138381004333,0.7729131685149285,0.8122138381004333,2700,0.0,0
1980-03-20,0.0,0.8122138381004333,0.7991136149052651,0.8122138381004333,600,0.0,0
1980-03-21,0.0,0.8122138381004333,0.8122138381004333,0.8122138381004333,200,0.0,0
1980-03-24,0.0,0.8253142012924445,0.7991137504577637,0.7991137504577637,1200,0.0,0
1980-03-25,0.0,0.7860130778813766,0.7729128599166871,0.772912859916687,2400,0.0,0
1980-03-26,0.0,0.812213975875104,0.7860135250404233,0.7991137504577637,2600,0.0,0
1980-03-27,0.0,0.7860130778813766,0.7729128599166871,0.772912859916687,2100,0.0,0
1980-03-28,0.0,0.8122138381004333,0.7729131685149285,0.8122138381004333,1100,0.0,0
1980-03-31,0.0,0.8253140956163406,0.7860134243965149,0.7860134243965149,2300,0.0,0
1980-04-01,0.0,0.7860130778813766,0.7729128599166871,0.772912859916687,1000,0.0,0
1980-04-02,0.0,0.8253140612956016,0.7991136149052651,0.8122138381004333,3400,0.0,0
1980-04-03,0.0,0.7991136481364568,0.7860134243965149,0.7860134243965149,2200,0.0,0
1980-04-07,0.0,0.7860134243965149,0.7860134243965149,0.7860134243965149,400,0.0,0
1980-04-08,0.0,0.8122138381004333,0.7860133917100968,0.8122138381004333,2600,0.0,0
1980-04-09,0.0,0.8122138381004333,0.7991136149052651,0.8122138381004333,1400,0.0,0
1980-04-10,0.0,0.8384144306182861,0.8122139796614647,0.8384144306182861,2800,0.0,0
1980-04-11,0.0,0.8646146059036256,0.8384141633004853,0.8646146059036255,1000,0.0,0
1980-04-14,0.0,0.8777151070535183,0.8384144306182861,0.8384144306182861,3000,0.0,0
1980-04-15,0.0,0.8515146374702454,0.8253141870865455,0.8515146374702454,3200,0.0,0
1980-04-16,0.0,0.8777148272051957,0.8384141633004853,0.8646146059036255,3800,0.0,0
1980-04-17,0.0,0.8908151388168335,0.8777149161871741,0.8908151388168335,4600,0.0,0
1980-04-18,0.0,0.9170155840761521,0.8908151388168335,0.8908151388168335,2100,0.0,0
1980-04-21,0.0,0.917015763429495,0.8515146374702454,0.8515146374702454,3000,0.0,0
1980-04-22,0.0,0.8777150878539453,0.8515146374702454,0.8515146374702454,1400,0.0,0
1980-04-23,0.0,0.8777147465282016,0.8253138661384583,0.8253138661384583,4400,0.0,0
1980-04-24,0.0,0.8646146059036256,0.8515143846020554,0.8646146059036255,5600,0.0,0
1980-04-25,0.0,0.8908155782898861,0.8646151201048894,0.8777153491973877,2400,0.0,0
1980-04-28,0.0,0.8908151388168335,0.8777149161871741,0.8908151388168335,1500,0.0,0
1980-04-29,0.0,0.9170155840761521,0.8908151388168335,0.8908151388168335,7300,0.0,0
1980-04-30,0.0,0.9170155840761521,0.8908151388168335,0.8908151388168335,7700,0.0,0
1980-05-01,0.0,0.8908151388168335,0.8646146935575149,0.8908151388168335,2800,0.0,0
1980-05-02,0.0,0.9039158073823844,0.8777153491973877,0.8777153491973877,600,0.0,0
1980-05-05,0.0,0.9039158073823844,0.8777153491973877,0.8777153491973877,600,0.0,0
1980-05-06,0.0,0.8908155782898861,0.8646151201048894,0.8777153491973877,4400,0.0,0
1980-05-07,0.0,0.9170150756835936,0.8908146449497767,0.9170150756835938,8900,0.0,0
1980-05-08,0.0,0.9432160258293152,0.9170155806673899,0.9432160258293152,4800,0.0,0
1980-05-09,0.0,0.943216706665469,0.9170162425914281,0.9301164746284485,7200,0.0,0
1980-05-12,0.0,0.9301152910505022,0.9170150756835936,0.9170150756835938,900,0.0,0
1980-05-13,0.0,0.9432160258293152,0.9039153580864271,0.9432160258293152,3000,0.0,0
1980-05-14,0.0,0.956316248410278,0.9432160258293152,0.9432160258293152,3800,0.0,0
1980-05-15,0.0,0.9301164746284485,0.9301164746284485,0.9301164746284485,300,0.0,0
1980-05-16,0.0,0.9432160258293152,0.9301158032483525,0.9432160258293152,1200,0.0,0
1980-05-19,0.0,0.956316248410278,0.9301158032483525,0.9432160258293152,2300,0.0,0
1980-05-20,0.0,0.9301153611445773,0.9039149284362793,0.9039149284362793,1200,0.0,0
1980-05-21,0.0,0.8908151388168335,0.8908151388168335,0.8908151388168335,1800,0.0,0
1980-05-22,0.0,0.9301164746284485,0.9039160105544077,0.9301164746284485,2900,0.0,0
1980-05-23,0.0,0.943216706665469,0.9301164746284485,0.9301164746284485,1100,0.0,0
1980-05-27,0.0,0.9301152910505022,0.9170150756835936,0.9170150756835938,2100,0.0,0
1980-05-28,0.0,0.9432160258293152,0.9039153580864271,0.9432160258293152,6500,0.0,0
1980-05-29,0.0,0.9563159942626952,0.9170153369642283,0.9563159942626953,9900,0.0,0
1980-05-30,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,6800,0.0,0
1980-06-02,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,12700,0.0,0
1980-06-03,0.0,0.9694164709912406,0.9432160258293152,0.9432160258293152,6300,0.0,0
1980-06-04,0.0,0.9563159942626952,0.9432157751632063,0.9563159942626953,4400,0.0,0
1980-06-05,0.0,0.9694160223007202,0.9432155892655656,0.9694160223007202,7200,0.0,0
1980-06-06,0.0,0.9825170040130615,0.9432163238525391,0.9825170040130615,2500,0.0,0
1980-06-09,0.0,0.995616614818573,0.9694161775865052,0.995616614818573,3600,0.0,0
1980-06-10,0.0,1.0087168334346068,0.9825163962025392,0.995616614818573,1000,0.0,0
1980-06-11,0.0,0.995616614818573,0.9825163962025392,0.995616614818573,1500,0.0,0
1980-06-12,0.0,0.995616614818573,0.995616614818573,0.995616614818573,100,0.0,0
1980-06-13,0.0,1.0087164640426636,0.969415822586456,1.0087164640426636,2100,0.0,0
1980-06-16,0.0,0.995616614818573,0.995616614818573,0.995616614818573,700,0.0,0
1980-06-17,0.0,1.00871745745341,0.9825170040130615,0.9825170040130615,2100,0.0,0
1980-06-18,0.0,0.9694160223007202,0.9694160223007202,0.9694160223007202,1100,0.0,0
1980-06-19,0.0,0.9563169387024893,0.9170162425914281,0.9301164746284485,3000,0.0,0
1980-06-20,0.0,0.943216706665469,0.9301164746284485,0.9301164746284485,2600,0.0,0
1980-06-23,0.0,0.956316248410278,0.9301158032483525,0.9432160258293152,2200,0.0,0
1980-06-24,0.0,0.9563169387024893,0.9301164746284485,0.9301164746284485,1100,0.0,0
1980-06-25,0.0,0.9432160258293152,0.9432160258293152,0.9432160258293152,1600,0.0,0
1980-06-26,0.0,0.956316248410278,0.9432160258293152,0.9432160258293152,1900,0.0,0
1980-06-27,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,2100,0.0,0
1980-06-30,0.0,0.9956164553358748,0.9694160223007202,0.9694160223007202,1100,0.0,0
1980-07-01,0.0,0.9825164324616732,0.9563159942626952,0.9563159942626953,3200,0.0,0
1980-07-02,0.0,0.9563159942626952,0.9563159942626952,0.9563159942626953,600,0.0,0
1980-07-03,0.0,0.9694162133621842,0.9563159942626952,0.9563159942626953,3000,0.0,0
1980-07-07,0.0,0.9694162133621842,0.9563159942626952,0.9563159942626953,1200,0.0,0
1980-07-08,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,3300,0.0,0
1980-07-09,0.0,0.9694162133621842,0.9563159942626952,0.9563159942626953,200,0.0,0
1980-07-10,0.0,0.9563159942626952,0.9563159942626952,0.9563159942626953,1100,0.0,0
1980-07-11,0.0,0.9694162133621842,0.9563159942626952,0.9563159942626953,1100,0.0,0
1980-07-14,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,1900,0.0,0
1980-07-15,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,1500,0.0,0
1980-07-16,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,900,0.0,0
1980-07-17,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,1200,0.0,0
1980-07-18,0.0,0.9694160223007202,0.9563158057831429,0.9694160223007202,2800,0.0,0
1980-07-21,0.0,0.9563159942626952,0.9563159942626952,0.9563159942626953,400,0.0,0
1980-07-22,0.0,0.9563159942626952,0.9432157751632063,0.9563159942626953,5400,0.0,0
1980-07-23,0.0,0.956316248410278,0.9432160258293152,0.9432160258293152,600,0.0,0
1980-07-24,0.0,0.9432160258293152,0.9432160258293152,0.9432160258293152,2400,0.0,0
1980-07-25,0.0,0.943216706665469,0.9301164746284485,0.9301164746284485,2600,0.0,0
1980-07-28,0.0,0.9432155064174107,0.9170150756835936,0.9170150756835938,7500,0.0,0
1980-07-29,0.0,0.9039149284362793,0.9039149284362793,0.9039149284362793,200,0.0,0
1980-07-30,0.0,0.9170151447904282,0.9039149284362793,0.9039149284362793,3800,0.0,0
1980-07-31,0.0,0.9039149284362793,0.8908147120821303,0.9039149284362793,1000,0.0,0
1980-08-01,0.0,0.9170151447904282,0.9039149284362793,0.9039149284362793,3200,0.0,0
1980-08-04,0.0,0.9170151447904282,0.9039149284362793,0.9039149284362793,1700,0.0,0
1980-08-05,0.0,0.9170150756835936,0.9039148603166852,0.9170150756835938,1800,0.0,0
1980-08-06,0.0,0.9301152910505022,0.9170150756835936,0.9170150756835938,400,0.0,0
1980-08-07,0.0,0.9039152698083358,0.8646146059036256,0.8646146059036255,6900,0.0,0
1980-08-08,0.0,0.8908151388168335,0.8646146935575149,0.8908151388168335,3300,0.0,0
1980-08-11,0.0,0.9039149284362793,0.8908147120821303,0.9039149284362793,600,0.0,0
1980-08-12,0.0,0.8908151388168335,0.8908151388168335,0.8908151388168335,600,0.0,0
1980-08-13,0.0,0.9170150756835936,0.8908146449497767,0.9170150756835938,3000,0.0,0
1980-08-14,0.0,0.9170150756835936,0.9170150756835936,0.9170150756835938,1500,0.0,0
1980-08-15,0.0,0.9301152910505022,0.9170150756835936,0.9170150756835938,1300,0.0,0
1980-08-18,0.0,0.9301152910505022,0.9170150756835936,0.9170150756835938,3700,0.0,0
1980-08-19,0.0,0.8908155782898861,0.8777153491973877,0.8777153491973877,2200,0.0,0
1980-08-20,0.0,0.8777153491973877,0.8777153491973877,0.8777153491973877,1900,0.0,0
